timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1568532930060,506,Domain-1,200,OK,HomePage 1-214,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,506,0,0
1568532930056,515,Domain,200,OK,HomePage 1-195,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,7,0,1
1568532930056,7,Domain-0,302,Found,HomePage 1-195,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,7,0,1
1568532930063,508,Domain-1,200,OK,HomePage 1-195,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,508,0,0
1568532930060,514,Domain,200,OK,HomePage 1-41,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,7,0,1
1568532930060,7,Domain-0,302,Found,HomePage 1-41,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,7,0,1
1568532930067,507,Domain-1,200,OK,HomePage 1-41,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,507,0,0
1568532930546,35,Domain,200,OK,HomePage 1-417,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,12,0,1
1568532930546,12,Domain-0,302,Found,HomePage 1-417,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,12,0,1
1568532930558,23,Domain-1,200,OK,HomePage 1-417,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,23,0,0
1568532930053,532,Domain,200,OK,HomePage 1-378,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,10,0,1
1568532930053,10,Domain-0,302,Found,HomePage 1-378,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,10,0,1
1568532930064,521,Domain-1,200,OK,HomePage 1-378,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,521,0,0
1568532930080,512,Domain,200,OK,HomePage 1-203,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,7,0,1
1568532930081,511,Domain,200,OK,HomePage 1-402,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,6,0,1
1568532930080,7,Domain-0,302,Found,HomePage 1-203,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,7,0,1
1568532930081,6,Domain-0,302,Found,HomePage 1-402,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,6,0,1
1568532930087,505,Domain-1,200,OK,HomePage 1-203,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,505,0,0
1568532930087,505,Domain-1,200,OK,HomePage 1-402,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,505,0,0
1568532930062,532,Domain,200,OK,HomePage 1-63,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,9,0,1
1568532930063,531,Domain,200,OK,HomePage 1-197,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,7,0,1
1568532930062,9,Domain-0,302,Found,HomePage 1-63,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,9,0,1
1568532930063,7,Domain-0,302,Found,HomePage 1-197,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,7,0,1
1568532930071,523,Domain-1,200,OK,HomePage 1-63,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,523,0,0
1568532930070,524,Domain-1,200,OK,HomePage 1-197,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,524,0,0
1568532930069,528,Domain,200,OK,HomePage 1-383,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,6,0,1
1568532930069,6,Domain-0,302,Found,HomePage 1-383,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,6,0,1
1568532930075,522,Domain-1,200,OK,HomePage 1-383,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,522,0,0
1568532930069,530,Domain,200,OK,HomePage 1-196,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,8,0,1
1568532930069,8,Domain-0,302,Found,HomePage 1-196,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,8,0,1
1568532930077,522,Domain-1,200,OK,HomePage 1-196,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,522,0,0
1568532930087,515,Domain,200,OK,HomePage 1-154,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,7,0,1
1568532930087,7,Domain-0,302,Found,HomePage 1-154,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,7,0,1
1568532930094,508,Domain-1,200,OK,HomePage 1-154,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,508,0,0
1568532930062,540,Domain,200,OK,HomePage 1-305,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,9,0,1
1568532930062,9,Domain-0,302,Found,HomePage 1-305,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,9,0,1
1568532930071,531,Domain-1,200,OK,HomePage 1-305,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,531,0,0
1568532930070,533,Domain,200,OK,HomePage 1-287,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,11,0,1
1568532930070,11,Domain-0,302,Found,HomePage 1-287,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,11,0,1
1568532930081,522,Domain-1,200,OK,HomePage 1-287,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,522,0,0
1568532930088,518,Domain,200,OK,HomePage 1-13,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,9,0,1
1568532930088,9,Domain-0,302,Found,HomePage 1-13,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,9,0,1
1568532930097,509,Domain-1,200,OK,HomePage 1-13,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,509,0,0
1568532930072,540,Domain,200,OK,HomePage 1-120,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,7,0,1
1568532930092,520,Domain,200,OK,HomePage 1-207,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,8,0,1
1568532930072,7,Domain-0,302,Found,HomePage 1-120,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,7,0,1
1568532930092,8,Domain-0,302,Found,HomePage 1-207,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,8,0,1
1568532930079,533,Domain-1,200,OK,HomePage 1-120,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,533,0,0
1568532930100,512,Domain-1,200,OK,HomePage 1-207,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,512,0,0
1568532930062,554,Domain,200,OK,HomePage 1-90,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,26,0,1
1568532930062,26,Domain-0,302,Found,HomePage 1-90,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,26,0,1
1568532930088,528,Domain-1,200,OK,HomePage 1-90,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,528,0,0
1568532930100,517,Domain,200,OK,HomePage 1-133,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,10,0,1
1568532930100,10,Domain-0,302,Found,HomePage 1-133,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,10,0,1
1568532930110,507,Domain-1,200,OK,HomePage 1-133,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,507,0,0
1568532930100,519,Domain,200,OK,HomePage 1-165,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,12,0,1
1568532930100,12,Domain-0,302,Found,HomePage 1-165,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,12,0,1
1568532930112,507,Domain-1,200,OK,HomePage 1-165,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,507,0,0
1568532930074,551,Domain,200,OK,HomePage 1-200,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,15,0,1
1568532930089,536,Domain,200,OK,HomePage 1-205,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,7,0,1
1568532930074,15,Domain-0,302,Found,HomePage 1-200,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,15,0,1
1568532930089,7,Domain-0,302,Found,HomePage 1-205,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,7,0,1
1568532930089,536,Domain-1,200,OK,HomePage 1-200,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,535,0,0
1568532930096,529,Domain-1,200,OK,HomePage 1-205,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,528,0,0
1568532930071,554,Domain,200,OK,HomePage 1-137,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,32,0,1
1568532930071,32,Domain-0,302,Found,HomePage 1-137,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,32,0,1
1568532930103,522,Domain-1,200,OK,HomePage 1-137,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,522,0,0
1568532930101,526,Domain,200,OK,HomePage 1-182,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,18,0,1
1568532930101,18,Domain-0,302,Found,HomePage 1-182,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,18,0,1
1568532930119,508,Domain-1,200,OK,HomePage 1-182,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,508,0,0
1568532930115,515,Domain,200,OK,HomePage 1-400,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,6,0,1
1568532930115,6,Domain-0,302,Found,HomePage 1-400,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,6,0,1
1568532930121,509,Domain-1,200,OK,HomePage 1-400,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,509,0,0
1568532930116,516,Domain,200,OK,HomePage 1-166,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,10,0,1
1568532930116,10,Domain-0,302,Found,HomePage 1-166,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,10,0,1
1568532930126,506,Domain-1,200,OK,HomePage 1-166,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,506,0,0
1568532930110,523,Domain,200,OK,HomePage 1-71,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,13,0,1
1568532930110,13,Domain-0,302,Found,HomePage 1-71,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,13,0,1
1568532930123,510,Domain-1,200,OK,HomePage 1-71,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,510,0,0
1568532930102,534,Domain,200,OK,HomePage 1-54,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,9,0,1
1568532930102,9,Domain-0,302,Found,HomePage 1-54,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,9,0,1
1568532930111,525,Domain-1,200,OK,HomePage 1-54,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,525,0,0
1568532930109,528,Domain,200,OK,HomePage 1-162,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,8,0,1
1568532930109,8,Domain-0,302,Found,HomePage 1-162,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,8,0,1
1568532930117,520,Domain-1,200,OK,HomePage 1-162,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,520,0,0
1568532930087,550,Domain,200,OK,HomePage 1-56,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,11,0,2
1568532930087,11,Domain-0,302,Found,HomePage 1-56,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,11,0,2
1568532930098,539,Domain-1,200,OK,HomePage 1-56,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,539,0,0
1568532930124,514,Domain,200,OK,HomePage 1-193,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,7,0,0
1568532930124,7,Domain-0,302,Found,HomePage 1-193,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,7,0,0
1568532930131,507,Domain-1,200,OK,HomePage 1-193,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,507,0,0
1568532930082,557,Domain,200,OK,HomePage 1-98,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,16,0,1
1568532930082,16,Domain-0,302,Found,HomePage 1-98,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,16,0,1
1568532930098,541,Domain-1,200,OK,HomePage 1-98,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,541,0,0
1568532930097,544,Domain,200,OK,HomePage 1-231,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,7,0,1
1568532930097,7,Domain-0,302,Found,HomePage 1-231,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,7,0,1
1568532930104,537,Domain-1,200,OK,HomePage 1-231,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,537,0,0
1568532930108,539,Domain,200,OK,HomePage 1-374,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,11,0,1
1568532930108,11,Domain-0,302,Found,HomePage 1-374,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,11,0,1
1568532930119,528,Domain-1,200,OK,HomePage 1-374,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,528,0,0
1568532930103,545,Domain,200,OK,HomePage 1-188,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,8,0,1
1568532930103,8,Domain-0,302,Found,HomePage 1-188,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,8,0,1
1568532930111,537,Domain-1,200,OK,HomePage 1-188,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,537,0,0
1568532930109,541,Domain,200,OK,HomePage 1-388,text,true,,5659,270,796,796,http://192.168.2.184/envintory-qa/Login,12,0,1
1568532930109,12,Domain-0,302,Found,HomePage 1-388,text,true,,1103,135,796,796,http://192.168.2.184/envintory-qa/index,12,0,1
1568532930122,528,Domain-1,200,OK,HomePage 1-388,text,true,,4556,135,796,796,http://192.168.2.184/envintory-qa/Login,528,0,0
1568532930107,547,Domain,200,OK,HomePage 1-161,text,true,,5659,270,795,795,http://192.168.2.184/envintory-qa/Login,12,0,1
1568532930107,12,Domain-0,302,Found,HomePage 1-161,text,true,,1103,135,795,795,http://192.168.2.184/envintory-qa/index,12,0,1
1568532930119,535,Domain-1,200,OK,HomePage 1-161,text,true,,4556,135,795,795,http://192.168.2.184/envintory-qa/Login,535,0,0
1568532930087,569,Domain,200,OK,HomePage 1-194,text,true,,5659,270,795,795,http://192.168.2.184/envintory-qa/Login,31,0,1
1568532930087,31,Domain-0,302,Found,HomePage 1-194,text,true,,1103,135,795,795,http://192.168.2.184/envintory-qa/index,31,0,1
1568532930118,538,Domain-1,200,OK,HomePage 1-194,text,true,,4556,135,795,795,http://192.168.2.184/envintory-qa/Login,538,0,0
1568532930131,528,Domain,200,OK,HomePage 1-192,text,true,,5659,270,795,795,http://192.168.2.184/envintory-qa/Login,11,0,1
1568532930131,11,Domain-0,302,Found,HomePage 1-192,text,true,,1103,135,795,795,http://192.168.2.184/envintory-qa/index,11,0,1
1568532930142,517,Domain-1,200,OK,HomePage 1-192,text,true,,4556,135,795,795,http://192.168.2.184/envintory-qa/Login,517,0,0
1568532930143,517,Domain,200,OK,HomePage 1-186,text,true,,5659,270,794,794,http://192.168.2.184/envintory-qa/Login,11,0,1
1568532930143,11,Domain-0,302,Found,HomePage 1-186,text,true,,1103,135,794,794,http://192.168.2.184/envintory-qa/index,11,0,1
1568532930154,506,Domain-1,200,OK,HomePage 1-186,text,true,,4556,135,794,794,http://192.168.2.184/envintory-qa/Login,506,0,0
1568532930129,538,Domain,200,OK,HomePage 1-66,text,true,,5659,270,794,794,http://192.168.2.184/envintory-qa/Login,11,0,2
1568532930133,534,Domain,200,OK,HomePage 1-101,text,true,,5659,270,794,794,http://192.168.2.184/envintory-qa/Login,10,0,1
1568532930129,11,Domain-0,302,Found,HomePage 1-66,text,true,,1103,135,794,794,http://192.168.2.184/envintory-qa/index,11,0,2
1568532930133,10,Domain-0,302,Found,HomePage 1-101,text,true,,1103,135,794,794,http://192.168.2.184/envintory-qa/index,10,0,1
1568532930140,527,Domain-1,200,OK,HomePage 1-66,text,true,,4556,135,794,794,http://192.168.2.184/envintory-qa/Login,527,0,0
1568532930143,524,Domain-1,200,OK,HomePage 1-101,text,true,,4556,135,794,794,http://192.168.2.184/envintory-qa/Login,524,0,0
1568532930135,533,Domain,200,OK,HomePage 1-147,text,true,,5659,270,793,793,http://192.168.2.184/envintory-qa/Login,7,0,1
1568532930132,536,Domain,200,OK,HomePage 1-73,text,true,,5659,270,793,793,http://192.168.2.184/envintory-qa/Login,9,0,1
1568532930135,7,Domain-0,302,Found,HomePage 1-147,text,true,,1103,135,793,793,http://192.168.2.184/envintory-qa/index,7,0,1
1568532930132,9,Domain-0,302,Found,HomePage 1-73,text,true,,1103,135,793,793,http://192.168.2.184/envintory-qa/index,9,0,1
1568532930142,526,Domain-1,200,OK,HomePage 1-147,text,true,,4556,135,793,793,http://192.168.2.184/envintory-qa/Login,526,0,0
1568532930141,527,Domain-1,200,OK,HomePage 1-73,text,true,,4556,135,793,793,http://192.168.2.184/envintory-qa/Login,527,0,0
1568532930619,59,Domain,200,OK,HomePage 1-165,text,true,,5659,270,793,793,http://192.168.2.184/envintory-qa/Login,15,0,5
1568532930619,15,Domain-0,302,Found,HomePage 1-165,text,true,,1103,135,793,793,http://192.168.2.184/envintory-qa/index,15,0,5
1568532930634,44,Domain-1,200,OK,HomePage 1-165,text,true,,4556,135,793,793,http://192.168.2.184/envintory-qa/Login,44,0,0
1568532930130,551,Domain,200,OK,HomePage 1-138,text,true,,5659,270,793,793,http://192.168.2.184/envintory-qa/Login,12,0,1
1568532930130,12,Domain-0,302,Found,HomePage 1-138,text,true,,1103,135,793,793,http://192.168.2.184/envintory-qa/index,12,0,1
1568532930142,539,Domain-1,200,OK,HomePage 1-138,text,true,,4556,135,793,793,http://192.168.2.184/envintory-qa/Login,539,0,0
1568532930129,552,Domain,200,OK,HomePage 1-398,text,true,,5659,270,793,793,http://192.168.2.184/envintory-qa/Login,14,0,1
1568532930129,14,Domain-0,302,Found,HomePage 1-398,text,true,,1103,135,793,793,http://192.168.2.184/envintory-qa/index,14,0,1
1568532930143,538,Domain-1,200,OK,HomePage 1-398,text,true,,4556,135,793,793,http://192.168.2.184/envintory-qa/Login,538,0,0
1568532930145,537,Domain,200,OK,HomePage 1-24,text,true,,5659,270,792,792,http://192.168.2.184/envintory-qa/Login,13,0,2
1568532930145,13,Domain-0,302,Found,HomePage 1-24,text,true,,1103,135,792,792,http://192.168.2.184/envintory-qa/index,13,0,2
1568532930158,524,Domain-1,200,OK,HomePage 1-24,text,true,,4556,135,792,792,http://192.168.2.184/envintory-qa/Login,524,0,0
1568532930150,533,Domain,200,OK,HomePage 1-18,text,true,,5659,270,792,792,http://192.168.2.184/envintory-qa/Login,7,0,1
1568532930150,7,Domain-0,302,Found,HomePage 1-18,text,true,,1103,135,792,792,http://192.168.2.184/envintory-qa/index,7,0,1
1568532930157,526,Domain-1,200,OK,HomePage 1-18,text,true,,4556,135,792,792,http://192.168.2.184/envintory-qa/Login,526,0,0
1568532930140,543,Domain,200,OK,HomePage 1-70,text,true,,5659,270,792,792,http://192.168.2.184/envintory-qa/Login,11,0,1
1568532930140,11,Domain-0,302,Found,HomePage 1-70,text,true,,1103,135,792,792,http://192.168.2.184/envintory-qa/index,11,0,1
1568532930151,532,Domain-1,200,OK,HomePage 1-70,text,true,,4556,135,792,792,http://192.168.2.184/envintory-qa/Login,532,0,0
1568532930130,556,Domain,200,OK,HomePage 1-150,text,true,,5659,270,791,791,http://192.168.2.184/envintory-qa/Login,29,0,2
1568532930130,29,Domain-0,302,Found,HomePage 1-150,text,true,,1103,135,791,791,http://192.168.2.184/envintory-qa/index,29,0,2
1568532930159,527,Domain-1,200,OK,HomePage 1-150,text,true,,4556,135,791,791,http://192.168.2.184/envintory-qa/Login,527,0,0
1568532930158,532,Domain,200,OK,HomePage 1-141,text,true,,5659,270,791,791,http://192.168.2.184/envintory-qa/Login,10,0,1
1568532930158,10,Domain-0,302,Found,HomePage 1-141,text,true,,1103,135,791,791,http://192.168.2.184/envintory-qa/index,10,0,1
1568532930168,522,Domain-1,200,OK,HomePage 1-141,text,true,,4556,135,791,791,http://192.168.2.184/envintory-qa/Login,522,0,0
1568532930154,536,Domain,200,OK,HomePage 1-238,text,true,,5659,270,791,791,http://192.168.2.184/envintory-qa/Login,28,0,1
1568532930152,538,Domain,200,OK,HomePage 1-14,text,true,,5659,270,791,791,http://192.168.2.184/envintory-qa/Login,8,0,1
1568532930154,28,Domain-0,302,Found,HomePage 1-238,text,true,,1103,135,791,791,http://192.168.2.184/envintory-qa/index,28,0,1
1568532930152,8,Domain-0,302,Found,HomePage 1-14,text,true,,1103,135,791,791,http://192.168.2.184/envintory-qa/index,8,0,1
1568532930182,508,Domain-1,200,OK,HomePage 1-238,text,true,,4556,135,791,791,http://192.168.2.184/envintory-qa/Login,508,0,0
1568532930160,530,Domain-1,200,OK,HomePage 1-14,text,true,,4556,135,791,791,http://192.168.2.184/envintory-qa/Login,530,0,0
1568532930172,519,Domain,200,OK,HomePage 1-99,text,true,,5659,270,789,789,http://192.168.2.184/envintory-qa/Login,11,0,1
1568532930172,11,Domain-0,302,Found,HomePage 1-99,text,true,,1103,135,789,789,http://192.168.2.184/envintory-qa/index,11,0,1
1568532930183,508,Domain-1,200,OK,HomePage 1-99,text,true,,4556,135,789,789,http://192.168.2.184/envintory-qa/Login,508,0,0
1568532930150,541,Domain,200,OK,HomePage 1-242,text,true,,5659,270,789,789,http://192.168.2.184/envintory-qa/Login,32,0,1
1568532930150,32,Domain-0,302,Found,HomePage 1-242,text,true,,1103,135,789,789,http://192.168.2.184/envintory-qa/index,32,0,1
1568532930182,509,Domain-1,200,OK,HomePage 1-242,text,true,,4556,135,789,789,http://192.168.2.184/envintory-qa/Login,509,0,0
1568532930145,548,Domain,200,OK,HomePage 1-387,text,true,,5659,270,788,788,http://192.168.2.184/envintory-qa/Login,14,0,1
1568532930145,14,Domain-0,302,Found,HomePage 1-387,text,true,,1103,135,788,788,http://192.168.2.184/envintory-qa/index,14,0,1
1568532930159,534,Domain-1,200,OK,HomePage 1-387,text,true,,4556,135,788,788,http://192.168.2.184/envintory-qa/Login,534,0,0
1568532930170,523,Domain,200,OK,HomePage 1-339,text,true,,5659,270,788,788,http://192.168.2.184/envintory-qa/Login,10,0,1
1568532930170,11,Domain-0,302,Found,HomePage 1-339,text,true,,1103,135,788,788,http://192.168.2.184/envintory-qa/index,10,0,1
1568532930181,512,Domain-1,200,OK,HomePage 1-339,text,true,,4556,135,788,788,http://192.168.2.184/envintory-qa/Login,512,0,0
1568532930163,531,Domain,200,OK,HomePage 1-155,text,true,,5659,270,788,788,http://192.168.2.184/envintory-qa/Login,7,0,1
1568532930173,521,Domain,200,OK,HomePage 1-110,text,true,,5659,270,788,788,http://192.168.2.184/envintory-qa/Login,15,0,1
1568532930163,7,Domain-0,302,Found,HomePage 1-155,text,true,,1103,135,788,788,http://192.168.2.184/envintory-qa/index,7,0,1
1568532930173,15,Domain-0,302,Found,HomePage 1-110,text,true,,1103,135,788,788,http://192.168.2.184/envintory-qa/index,15,0,1
1568532930170,524,Domain-1,200,OK,HomePage 1-155,text,true,,4556,135,788,788,http://192.168.2.184/envintory-qa/Login,524,0,0
1568532930188,506,Domain-1,200,OK,HomePage 1-110,text,true,,4556,135,788,788,http://192.168.2.184/envintory-qa/Login,506,0,0
1568532930130,568,Domain,200,OK,HomePage 1-16,text,true,,5659,270,788,788,http://192.168.2.184/envintory-qa/Login,30,0,2
1568532930144,554,Domain,200,OK,HomePage 1-319,text,true,,5659,270,788,788,http://192.168.2.184/envintory-qa/Login,20,0,1
1568532930130,30,Domain-0,302,Found,HomePage 1-16,text,true,,1103,135,788,788,http://192.168.2.184/envintory-qa/index,30,0,2
1568532930144,20,Domain-0,302,Found,HomePage 1-319,text,true,,1103,135,788,788,http://192.168.2.184/envintory-qa/index,20,0,1
1568532930160,538,Domain-1,200,OK,HomePage 1-16,text,true,,4556,135,788,788,http://192.168.2.184/envintory-qa/Login,538,0,0
1568532930164,534,Domain-1,200,OK,HomePage 1-319,text,true,,4556,135,788,788,http://192.168.2.184/envintory-qa/Login,534,0,0
1568532930146,553,Domain,200,OK,HomePage 1-61,text,true,,5659,270,787,787,http://192.168.2.184/envintory-qa/Login,27,0,1
1568532930146,27,Domain-0,302,Found,HomePage 1-61,text,true,,1103,135,787,787,http://192.168.2.184/envintory-qa/index,27,0,1
1568532930173,526,Domain-1,200,OK,HomePage 1-61,text,true,,4556,135,787,787,http://192.168.2.184/envintory-qa/Login,526,0,0
1568532930160,551,Domain,200,OK,HomePage 1-68,text,true,,5659,270,786,786,http://192.168.2.184/envintory-qa/Login,28,0,2
1568532930160,28,Domain-0,302,Found,HomePage 1-68,text,true,,1103,135,786,786,http://192.168.2.184/envintory-qa/index,28,0,2
1568532930188,523,Domain-1,200,OK,HomePage 1-68,text,true,,4556,135,786,786,http://192.168.2.184/envintory-qa/Login,523,0,0
1568532930212,510,Domain,200,OK,HomePage 1-384,text,true,,5659,270,786,786,http://192.168.2.184/envintory-qa/Login,5,0,1
1568532930210,512,Domain,200,OK,HomePage 1-151,text,true,,5659,270,786,786,http://192.168.2.184/envintory-qa/Login,7,0,1
1568532930212,5,Domain-0,302,Found,HomePage 1-384,text,true,,1103,135,786,786,http://192.168.2.184/envintory-qa/index,5,0,1
1568532930217,505,Domain-1,200,OK,HomePage 1-384,text,true,,4556,135,786,786,http://192.168.2.184/envintory-qa/Login,505,0,0
1568532930210,7,Domain-0,302,Found,HomePage 1-151,text,true,,1103,135,786,786,http://192.168.2.184/envintory-qa/index,7,0,1
1568532930217,505,Domain-1,200,OK,HomePage 1-151,text,true,,4556,135,786,786,http://192.168.2.184/envintory-qa/Login,505,0,0
1568532930205,527,Domain,200,OK,HomePage 1-11,text,true,,5659,270,786,786,http://192.168.2.184/envintory-qa/Login,6,0,1
1568532930205,6,Domain-0,302,Found,HomePage 1-11,text,true,,1103,135,786,786,http://192.168.2.184/envintory-qa/index,6,0,1
1568532930211,521,Domain-1,200,OK,HomePage 1-11,text,true,,4556,135,786,786,http://192.168.2.184/envintory-qa/Login,521,0,0
1568532930234,511,Domain,200,OK,HomePage 1-376,text,true,,5659,270,786,786,http://192.168.2.184/envintory-qa/Login,6,0,1
1568532930234,6,Domain-0,302,Found,HomePage 1-376,text,true,,1103,135,786,786,http://192.168.2.184/envintory-qa/index,6,0,1
1568532930240,505,Domain-1,200,OK,HomePage 1-376,text,true,,4556,135,786,786,http://192.168.2.184/envintory-qa/Login,505,0,0
1568532930228,526,Domain,200,OK,HomePage 1-15,text,true,,5659,270,785,785,http://192.168.2.184/envintory-qa/Login,5,0,1
1568532930228,5,Domain-0,302,Found,HomePage 1-15,text,true,,1103,135,785,785,http://192.168.2.184/envintory-qa/index,5,0,1
1568532930233,521,Domain-1,200,OK,HomePage 1-15,text,true,,4556,135,785,785,http://192.168.2.184/envintory-qa/Login,521,0,0
1568532930281,531,Domain,200,OK,HomePage 1-367,text,true,,5659,270,784,784,http://192.168.2.184/envintory-qa/Login,7,0,1
1568532930281,7,Domain-0,302,Found,HomePage 1-367,text,true,,1103,135,784,784,http://192.168.2.184/envintory-qa/index,7,0,1
